edges_lower_G,edges_upper_G,edges_lower_UV,edges_upper_UV,edges_lower_GUV,edges_upper_GUV,underexposed_lower_G,underexposed_upper_G,overexposed_lower_G,overexposed_upper_G,intensity_upper_GUV,intensity_lower_GUV,intensity_group_upper,intensity_group_lower
2.447509765625,12.4755859375,0.372314453125,18.56689453125,2.777099609375,26.666259765625,96.0,24.0,180.0,39.0,0.6145909926470589,0.09551331763174019,2,0
2.606201171875,3.985595703125,0.714111328125,8.1298828125,3.1982421875,10.80322265625,17.0,21.0,28.0,42.0,0.15954051298253674,0.09505758846507353,0,0
3.533935546875,0.0,0.445556640625,3.1982421875,3.948974609375,3.1982421875,20.0,101.0,24.0,151.0,0.1653436398973652,0.34038289388020837,0,2
3.631591796875,0.0,0.701904296875,7.916259765625,4.132080078125,7.916259765625,20.0,32.0,25.0,63.0,0.17231529086243874,0.14592811734068628,0,1
4.986572265625,9.771728515625,1.080322265625,15.814208984375,5.694580078125,22.18017578125,42.0,48.0,146.0,68.0,0.4894486969592524,0.15582311293658088,2,1
9.033203125,9.6923828125,3.509521484375,16.656494140625,11.187744140625,22.174072265625,77.0,49.0,154.0,84.0,0.5675498812806372,0.1788241517310049,2,1
4.4189453125,3.74755859375,0.6591796875,11.42578125,4.99267578125,14.508056640625,46.0,32.0,72.0,60.0,0.3349055271522672,0.1463815726485907,2,1
12.939453125,3.5400390625,16.387939453125,9.3017578125,25.213623046875,10.894775390625,16.0,136.0,24.0,239.0,0.1321661257276348,0.49769873525582115,0,2
5.04150390625,0.0,0.762939453125,5.059814453125,5.596923828125,5.059814453125,20.0,24.0,27.0,48.0,0.19329451018688726,0.11258030311734067,1,0
23.736572265625,2.960205078125,27.923583984375,6.048583984375,45.22705078125,8.16650390625,18.0,199.0,36.0,250.0,0.1767073089001225,0.6737267587699143,1,2
0.0,0.115966796875,0.0,6.01806640625,0.0,6.109619140625,21.0,18.0,30.0,27.0,0.21320860619638482,0.06401558670343138,1,0
3.070068359375,4.1259765625,0.238037109375,18.896484375,3.23486328125,21.014404296875,20.0,40.0,33.0,84.0,0.192446839575674,0.1789443072150735,1,1
6.903076171875,4.193115234375,0.47607421875,13.226318359375,7.04345703125,16.2109375,30.0,21.0,61.0,36.0,0.2651130227481618,0.0831112132352941,1,0
4.168701171875,9.234619140625,1.300048828125,16.632080078125,5.11474609375,22.503662109375,44.0,47.0,115.0,74.0,0.4338302313112745,0.1748940860523897,2,1
7.012939453125,8.160400390625,1.141357421875,19.403076171875,8.02001953125,24.151611328125,45.0,39.0,80.0,120.0,0.3683186848958333,0.23737242455575977,2,2
3.13720703125,0.067138671875,1.20849609375,10.589599609375,3.997802734375,10.65673828125,18.0,23.0,33.0,42.0,0.18466318167892157,0.11046477673100491,1,0
3.43017578125,0.0,0.537109375,2.886962890625,3.936767578125,2.886962890625,19.0,43.0,23.0,92.0,0.14696571499693628,0.20509464039522057,0,2
3.045654296875,1.84326171875,1.953125,9.442138671875,4.754638671875,10.70556640625,16.0,20.0,23.0,33.0,0.11932923560049018,0.09905431410845589,0,0
3.11279296875,9.85107421875,1.416015625,16.302490234375,4.193115234375,23.663330078125,32.0,31.0,75.0,50.0,0.26504301183363965,0.12090669519761028,1,1
3.89404296875,6.378173828125,1.4404296875,17.266845703125,4.98046875,21.990966796875,28.0,24.0,60.0,42.0,0.23285989200367646,0.12195901309742646,1,1
3.7109375,0.0,1.116943359375,10.6689453125,4.595947265625,10.6689453125,20.0,33.0,29.0,53.0,0.2036154354319853,0.1289700377221201,1,1
2.740478515625,0.390625,0.84228515625,3.460693359375,3.43017578125,3.753662109375,15.0,89.0,21.0,138.0,0.08580489813112745,0.3023035386029411,0,2
3.607177734375,5.96923828125,2.99072265625,11.181640625,5.2001953125,15.380859375,18.0,18.0,43.0,28.0,0.21925850662530638,0.08842031441482844,1,0
0.592041015625,3.009033203125,0.0,6.43310546875,0.592041015625,8.50830078125,16.0,23.0,29.0,34.0,0.13706856521905636,0.08697832892922794,0,0
10.46142578125,4.449462890625,6.6650390625,10.406494140625,15.51513671875,13.909912109375,37.0,25.0,101.0,63.0,0.39253899069393383,0.16422657686121322,2,1
15.447998046875,0.604248046875,3.131103515625,2.06298828125,18.212890625,2.667236328125,19.0,56.0,27.0,115.0,0.11865186504289214,0.24395572437959562,0,2
0.103759765625,2.874755859375,0.250244140625,17.28515625,0.35400390625,18.682861328125,19.0,15.0,31.0,18.0,0.17133430032169117,0.058984135646446084,0,0
4.718017578125,7.550048828125,1.08642578125,18.572998046875,5.487060546875,22.967529296875,44.0,17.0,78.0,37.0,0.36217507755055145,0.10612948548560049,2,0
4.681396484375,0.244140625,0.531005859375,5.48095703125,4.876708984375,5.70068359375,42.0,50.0,59.0,86.0,0.37536860447303916,0.1884653128829657,2,2
6.3232421875,5.1025390625,2.734375,16.094970703125,8.282470703125,19.732666015625,44.0,18.0,66.0,37.0,0.3626309263939951,0.10712758980545345,2,0
2.484130859375,0.0,0.634765625,4.0283203125,2.886962890625,4.0283203125,19.0,36.0,26.0,63.0,0.17957907284007352,0.1395801020603554,1,1
12.786865234375,3.582763671875,18.096923828125,9.09423828125,26.336669921875,11.2548828125,16.0,148.0,23.0,246.0,0.12685798196231618,0.5293514476102941,0,2
6.243896484375,0.0,1.23291015625,4.8828125,7.037353515625,4.8828125,18.0,39.0,23.0,70.0,0.14091294232536766,0.16344520718443628,0,1
2.4658203125,4.30908203125,0.506591796875,11.48681640625,2.8076171875,15.185546875,43.0,37.0,77.0,59.0,0.3905511594286152,0.1522366392846201,2,1
5.9326171875,0.06103515625,9.14306640625,7.916259765625,13.555908203125,7.9345703125,20.0,16.0,27.0,189.0,0.1842810537300858,0.2849774528952206,1,2
2.557373046875,0.0,0.927734375,4.541015625,3.33251953125,4.541015625,19.0,30.0,25.0,53.0,0.16207167681525736,0.13261706782322305,0,1
2.215576171875,0.0,1.025390625,12.70751953125,3.173828125,12.70751953125,20.0,21.0,28.0,37.0,0.1971689261642157,0.10782590379901962,1,0
5.218505859375,6.976318359375,1.348876953125,16.412353515625,6.5185546875,19.384765625,36.0,30.0,98.0,57.0,0.40604726753982845,0.15434330958946077,2,1
2.40478515625,0.0,0.6103515625,4.559326171875,2.9296875,4.559326171875,19.0,94.0,26.0,118.0,0.174267578125,0.27748784083946076,0,2
1.910400390625,0.0,0.115966796875,5.3466796875,1.971435546875,5.3466796875,19.0,42.0,24.0,64.0,0.15932437672334557,0.16303878484987744,0,1
10.0830078125,7.537841796875,2.197265625,15.8203125,11.395263671875,21.282958984375,27.0,34.0,52.0,62.0,0.21812540690104165,0.14198847751991422,1,1
3.826904296875,0.0,1.068115234375,5.712890625,4.571533203125,5.712890625,19.0,46.0,27.0,71.0,0.1792177686504289,0.16570685891544118,1,1
15.75927734375,0.13427734375,16.998291015625,4.168701171875,25.10986328125,4.254150390625,20.0,49.0,24.0,141.0,0.16168607823988967,0.3569900811887255,0,2
2.008056640625,5.224609375,0.341796875,9.625244140625,2.30712890625,13.140869140625,17.0,20.0,71.0,45.0,0.2983235677083333,0.0999584721583946,1,0
4.00390625,0.4150390625,0.653076171875,2.86865234375,4.595947265625,3.192138671875,15.0,50.0,17.0,100.0,0.06693222943474265,0.21405316521139706,0,2
4.4189453125,1.2939453125,2.05078125,15.740966796875,6.09130859375,16.485595703125,18.0,26.0,27.0,55.0,0.1506109499463848,0.1428305233226103,0,1
12.347412109375,6.231689453125,8.819580078125,14.599609375,19.024658203125,19.403076171875,40.0,27.0,61.0,66.0,0.30127228381587007,0.1704263126148897,1,1
3.43017578125,1.129150390625,0.592041015625,8.306884765625,3.826904296875,8.99658203125,15.0,61.0,20.0,111.0,0.09731947954963234,0.24517295687806373,0,2
1.513671875,3.1982421875,0.677490234375,9.80224609375,2.154541015625,11.36474609375,15.0,35.0,22.0,57.0,0.13291697782628675,0.13460693359374998,0,1
14.4775390625,0.06103515625,7.830810546875,5.810546875,20.3857421875,5.84716796875,19.0,62.0,27.0,122.0,0.1799432492723652,0.27038993087469365,1,2
9.906005859375,6.0791015625,1.25732421875,11.175537109375,10.894775390625,16.44287109375,39.0,63.0,59.0,109.0,0.3200423895143995,0.23666609221813728,2,2
1.080322265625,0.067138671875,0.09765625,5.74951171875,1.177978515625,5.816650390625,19.0,21.0,29.0,40.0,0.15034048043045345,0.0905712651271446,0,0
5.2978515625,0.555419921875,1.46484375,13.4033203125,6.365966796875,13.65966796875,20.0,38.0,31.0,70.0,0.2080990062040441,0.1700858321844363,1,1
4.205322265625,9.222412109375,0.6103515625,14.7705078125,4.60205078125,22.607421875,30.0,31.0,70.0,100.0,0.27142956303615196,0.20375952627144606,1,2
1.617431640625,1.275634765625,0.372314453125,9.11865234375,1.98974609375,10.186767578125,31.0,39.0,68.0,111.0,0.3060289569929534,0.195132386450674,1,2
3.887939453125,0.81787109375,1.593017578125,8.978271484375,5.242919921875,9.38720703125,15.0,29.0,33.0,43.0,0.19529239430147055,0.11175620883118872,1,0
12.469482421875,0.0,17.67578125,11.09619140625,25.5126953125,11.09619140625,18.0,146.0,33.0,242.0,0.1850869571461397,0.5122971478630515,1,2
7.71484375,8.58154296875,2.30712890625,17.0654296875,9.454345703125,21.746826171875,42.0,35.0,113.0,61.0,0.43642937155330885,0.15205245672487744,2,1
4.38232421875,6.7626953125,0.9521484375,14.3310546875,5.133056640625,19.451904296875,39.0,17.0,61.0,30.0,0.30470042509191175,0.0983349370021446,1,0
4.01611328125,7.293701171875,0.8544921875,17.376708984375,4.693603515625,22.320556640625,43.0,18.0,105.0,31.0,0.424652099609375,0.08268013748468137,2,0
13.507080078125,5.517578125,5.09033203125,18.06640625,16.131591796875,20.855712890625,21.0,96.0,41.0,146.0,0.24432552562040444,0.33236287434895834,1,2
3.01513671875,5.60302734375,1.26953125,15.338134765625,3.62548828125,19.793701171875,45.0,28.0,71.0,47.0,0.31508525773590684,0.12440029967064951,2,1
0.665283203125,0.0,0.0,8.197021484375,0.665283203125,8.197021484375,21.0,15.0,35.0,24.0,0.23322311102175244,0.07570130591299021,1,0
6.7138671875,6.207275390625,3.900146484375,16.131591796875,9.99755859375,20.880126953125,46.0,19.0,87.0,41.0,0.38123611749387254,0.10980356253829655,2,0
3.11279296875,0.421142578125,0.79345703125,10.83984375,3.802490234375,11.260986328125,18.0,25.0,31.099999999998545,66.0,0.17127158969056372,0.1366724350873162,0,1
7.23876953125,1.275634765625,4.449462890625,10.83984375,11.279296875,11.87744140625,37.0,35.0,48.0,89.0,0.33711320465686273,0.24196131089154413,2,2
6.292724609375,6.9091796875,3.082275390625,16.424560546875,8.905029296875,20.465087890625,38.0,21.0,107.0,42.0,0.42453828699448526,0.10815417719822304,2,0
8.929443359375,2.532958984375,1.37939453125,7.928466796875,9.86328125,9.539794921875,16.0,35.0,21.0,105.0,0.10623863070618873,0.19776264265471813,0,2
3.64990234375,0.0,0.91552734375,5.084228515625,4.43115234375,5.084228515625,19.0,26.0,25.0,45.0,0.16150835822610293,0.11999559589460783,0,0
3.18603515625,0.140380859375,0.72021484375,13.22021484375,3.857421875,13.360595703125,19.0,30.0,28.0,53.0,0.179034423828125,0.13677990483302696,1,1
2.508544921875,6.292724609375,0.927734375,13.604736328125,3.338623046875,18.328857421875,48.0,45.0,83.0,70.0,0.35983324237898284,0.1643755744485294,2,1
2.862548828125,11.126708984375,0.42724609375,16.754150390625,3.1494140625,24.47509765625,94.0,23.0,177.0,92.0,0.6225121591605391,0.18163775275735292,2,1
3.778076171875,4.23583984375,0.93994140625,9.210205078125,4.388427734375,11.60888671875,16.0,26.0,24.0,47.0,0.1903328689874387,0.1216164981617647,1,1
3.009033203125,0.0,0.592041015625,3.52783203125,3.41796875,3.52783203125,20.0,36.0,24.0,64.0,0.1646292892156863,0.15875387752757353,0,1
3.851318359375,0.0,0.567626953125,10.33935546875,4.254150390625,10.33935546875,20.0,78.0,28.0,124.0,0.20048504997702205,0.2727876551011029,1,2
1.33056640625,0.0,0.0,9.21630859375,1.33056640625,9.21630859375,20.0,24.0,31.0,37.0,0.21301975624234065,0.09457876168045344,1,0
0.115966796875,0.347900390625,0.0,1.52587890625,0.115966796875,1.873779296875,19.0,18.0,25.0,29.0,0.14822411630667892,0.0714404536228554,0,0
3.5888671875,4.57763671875,1.214599609375,16.24755859375,4.620361328125,19.586181640625,42.0,17.0,100.0,32.0,0.39968094171262253,0.10876728132659315,2,0
3.704833984375,0.885009765625,1.043701171875,7.40966796875,4.43115234375,8.099365234375,35.0,22.0,50.0,45.0,0.31876878925398283,0.10329230813419119,2,0
4.132080078125,7.159423828125,1.739501953125,10.882568359375,5.242919921875,17.05322265625,39.0,31.0,56.0,49.0,0.32711480832567397,0.12055987189797795,2,1
5.328369140625,10.321044921875,0.20751953125,17.9931640625,5.499267578125,24.45068359375,86.0,34.0,156.0,59.0,0.5805221258425245,0.14501258999693628,2,1
2.496337890625,0.0,0.238037109375,6.732177734375,2.655029296875,6.732177734375,20.0,32.0,24.0,64.0,0.15747537051930147,0.15313050513174017,0,1
24.053955078125,8.88671875,27.581787109375,16.162109375,44.830322265625,21.734619140625,25.0,199.0,103.0,246.0,0.3615873448988971,0.6575191722196692,2,2
1.5380859375,10.113525390625,0.909423828125,19.091796875,2.203369140625,26.556396484375,43.0,20.0,68.0,32.0,0.3181451535692402,0.08873530369178922,2,0
4.644775390625,8.441162109375,0.579833984375,16.40625,5.0537109375,21.942138671875,45.0,31.0,111.0,62.0,0.42918593462775734,0.15414967256433823,2,1
7.415771484375,8.7890625,0.59814453125,15.716552734375,7.82470703125,21.2890625,26.0,59.0,109.0,138.0,0.36825812844669115,0.26556695676317404,2,2
11.090087890625,3.021240234375,13.26904296875,6.06689453125,21.9482421875,8.172607421875,15.0,21.0,24.0,231.0,0.12279495538449754,0.40847862094056375,0,2
2.215576171875,6.11572265625,0.5126953125,10.55908203125,2.6123046875,15.5029296875,25.0,18.0,57.0,37.0,0.21854810527726715,0.08321856330422794,1,0
3.86962890625,3.82080078125,0.42724609375,10.211181640625,4.23583984375,11.627197265625,15.0,31.0,24.0,54.0,0.14527228860294117,0.13174354702818628,0,1
2.813720703125,0.396728515625,2.30712890625,2.935791015625,4.595947265625,3.28369140625,19.0,17.0,27.0,25.0,0.12677229339001225,0.08628755457261028,0,0
1.885986328125,6.8359375,0.0,15.289306640625,1.885986328125,20.672607421875,46.0,20.0,86.0,33.0,0.3726227405024509,0.0793874703201593,2,0
0.0,0.0,0.0,5.987548828125,0.0,5.987548828125,19.0,20.0,25.0,34.0,0.16293227251838235,0.08227742513020833,0,0
0.909423828125,6.8359375,1.06201171875,11.407470703125,1.898193359375,16.4794921875,17.0,35.0,36.0,53.0,0.1294070973115809,0.1297874301087623,0,1
3.7353515625,4.0283203125,0.5859375,11.614990234375,4.2724609375,14.959716796875,51.0,34.0,80.0,57.0,0.40214999329810047,0.14667047238817404,2,1
4.058837890625,9.6435546875,0.323486328125,15.34423828125,4.339599609375,21.539306640625,44.0,32.0,141.0,62.0,0.48897034888174024,0.1435174680223652,2,1
7.257080078125,9.881591796875,2.52685546875,19.64111328125,9.228515625,24.6826171875,47.0,37.0,101.0,71.0,0.44799900428921574,0.17639423445159313,2,1
3.125,5.035400390625,1.30615234375,8.026123046875,4.229736328125,12.20703125,18.0,31.0,48.0,47.0,0.17559946097579657,0.12845243566176473,1,1
5.92041015625,6.890869140625,3.790283203125,16.473388671875,9.48486328125,21.295166015625,40.0,24.0,92.0,67.0,0.40580575980392153,0.20919165517769608,2,2
15.618896484375,10.83984375,20.39794921875,18.450927734375,31.31103515625,24.5849609375,81.0,168.0,146.0,246.0,0.5716257132735907,0.579409969554228,2,2
8.8134765625,1.91650390625,2.264404296875,8.33740234375,10.308837890625,9.454345703125,15.0,31.0,21.0,66.0,0.11056351007199755,0.15446334539675244,0,1
3.25927734375,0.0,4.67529296875,5.157470703125,6.982421875,5.157470703125,19.0,21.0,27.0,42.0,0.18782492244944854,0.16905996285232844,1,1
1.092529296875,0.0,0.1708984375,3.765869140625,1.2451171875,3.765869140625,19.0,24.0,27.0,37.0,0.18467155905330881,0.0895199046415441,1,0
0.537109375,4.302978515625,0.6103515625,10.943603515625,1.129150390625,14.1845703125,15.0,16.0,21.0,40.0,0.16028813380821075,0.09196609796262255,0,0
8.6181640625,0.2197265625,0.732421875,7.366943359375,9.130859375,7.525634765625,19.0,101.0,28.0,138.0,0.14776838714001225,0.316320681104473,0,2
1.397705078125,0.0,0.0,5.74951171875,1.397705078125,5.74951171875,21.0,24.0,27.0,39.0,0.1818881165747549,0.1008426441865809,1,0
3.369140625,5.419921875,1.007080078125,17.242431640625,3.89404296875,20.60546875,21.0,45.0,37.0,72.0,0.25187342026654413,0.18081282073376226,1,1
3.74755859375,5.40771484375,2.5634765625,14.715576171875,5.65185546875,18.115234375,29.0,17.0,72.0,28.0,0.3056292365579044,0.10728496476715686,1,0
2.923583984375,0.0,0.518798828125,8.184814453125,3.271484375,8.184814453125,19.0,37.0,25.0,57.0,0.17995138729319854,0.13038509593290443,1,1
6.964111328125,0.13427734375,0.982666015625,9.1064453125,7.525634765625,9.21630859375,20.0,100.0,27.0,138.0,0.19208385991115196,0.32053234623927696,1,2
6.84814453125,2.9052734375,2.862548828125,6.14013671875,9.210205078125,8.233642578125,18.0,19.0,37.0,39.0,0.16107261508118875,0.11918490540747549,0,0
3.3935546875,2.35595703125,0.225830078125,17.071533203125,3.55224609375,18.8232421875,41.0,32.0,98.0,61.0,0.4139934464996936,0.14435376933976718,2,1
1.7333984375,6.38427734375,0.28076171875,15.771484375,1.953125,20.05615234375,37.0,101.0,87.0,122.0,0.3903937844669118,0.28454889035692404,2,2
1.0986328125,2.69775390625,0.067138671875,5.82275390625,1.141357421875,7.611083984375,15.0,24.0,24.0,36.0,0.12395821365655638,0.08909397499234067,0,0
1.385498046875,10.479736328125,0.433349609375,16.754150390625,1.7333984375,22.8515625,47.0,21.0,138.0,36.0,0.4908608829273897,0.09082198797487745,2,0
17.559814453125,0.0,13.75732421875,8.563232421875,26.800537109375,8.563232421875,17.0,120.0,23.0,180.0,0.13723886527267154,0.45645656211703434,0,2
1.153564453125,0.0,0.457763671875,6.158447265625,1.50146484375,6.158447265625,19.0,17.0,26.0,28.0,0.16839886833639706,0.0797262752757353,0,0
7.159423828125,7.843017578125,2.105712890625,15.8447265625,8.82568359375,20.562744140625,41.0,30.899999999999636,124.0,61.0,0.44733934589460783,0.13515816482843138,2,1
3.765869140625,0.40283203125,0.96435546875,9.5458984375,4.083251953125,9.820556640625,22.0,78.0,30.0,126.0,0.20712112725949755,0.27672813265931373,1,2
13.983154296875,3.41796875,7.11669921875,9.320068359375,17.108154296875,11.71875,16.0,47.0,25.0,81.0,0.1340517530254289,0.18814398073682595,0,2
5.999755859375,1.79443359375,1.30615234375,10.70556640625,6.9580078125,12.200927734375,31.0,47.0,64.0,77.0,0.3014089546951593,0.18088690065870097,1,1
4.193115234375,7.342529296875,0.76904296875,17.66357421875,4.852294921875,21.58203125,33.0,23.0,70.0,45.0,0.3437216366038603,0.11809034160539215,2,0
4.205322265625,8.612060546875,0.7568359375,17.041015625,4.7607421875,21.234130859375,38.0,28.0,105.0,48.0,0.4175277410768995,0.1071612189797794,2,0
0.37841796875,8.050537109375,0.1953125,16.436767578125,0.482177734375,22.674560546875,38.0,23.0,59.0,40.0,0.31297715130974263,0.08783868527879904,2,0
21.478271484375,8.245849609375,18.902587890625,17.083740234375,32.18994140625,21.2646484375,38.0,156.0,100.0,213.0,0.40152264763327206,0.5585968615962009,2,2
10.528564453125,6.33544921875,6.494140625,17.02880859375,15.655517578125,20.361328125,18.0,25.0,35.0,54.0,0.20801487342984068,0.15808799594056375,1,1
2.33154296875,0.0,0.531005859375,3.656005859375,2.716064453125,3.656005859375,20.0,33.0,24.0,63.0,0.164001584520527,0.14468300015318628,0,1
4.33349609375,5.816650390625,0.897216796875,10.162353515625,5.01708984375,13.85498046875,19.0,31.0,38.0,51.0,0.2060951382506127,0.12761816884957108,1,1
8.526611328125,10.9130859375,2.79541015625,16.387939453125,10.6689453125,23.626708984375,44.0,39.0,159.0,71.0,0.5103133856081495,0.1773593079810049,2,1
4.608154296875,5.206298828125,0.775146484375,17.413330078125,5.0048828125,20.306396484375,27.0,22.0,57.0,39.0,0.3010785271139706,0.09160299862132353,1,0
2.130126953125,4.119873046875,0.360107421875,9.53369140625,2.435302734375,11.773681640625,16.0,59.0,25.0,91.0,0.1924627565870098,0.2195379518995098,1,2
2.64892578125,0.20751953125,0.616455078125,10.9375,3.167724609375,11.102294921875,17.0,28.0,25.0,42.0,0.16428055108762254,0.11229224111519606,0,0
3.23486328125,12.091064453125,1.080322265625,19.366455078125,4.08935546875,27.691650390625,86.0,29.0,156.0,48.0,0.5773360906862746,0.13673849666819854,2,1
2.496337890625,12.0361328125,1.165771484375,18.798828125,3.533935546875,26.91650390625,92.0,30.0,171.0,48.0,0.5957531498927696,0.1360595703125,2,1
0.9765625,6.561279296875,0.30517578125,16.571044921875,1.263427734375,21.026611328125,33.0,23.0,78.0,35.0,0.37214008406096816,0.08336349188112746,2,0
6.43310546875,1.251220703125,1.080322265625,6.884765625,7.18994140625,7.67822265625,15.0,41.0,27.0,70.0,0.16610765644148284,0.16437820733762254,0,1
14.202880859375,3.326416015625,10.174560546875,17.919921875,22.393798828125,19.573974609375,20.0,47.0,33.0,109.0,0.18903222177542892,0.30501661113664214,1,2
4.412841796875,5.718994140625,6.1279296875,14.75830078125,8.624267578125,19.29931640625,36.0,29.0,52.0,66.0,0.30084587545955876,0.2300763298483456,1,2
0.86669921875,7.501220703125,1.446533203125,16.14990234375,2.13623046875,20.1904296875,39.0,24.0,109.0,32.0,0.4328981885723039,0.09129866057751226,2,0
1.55029296875,11.614990234375,1.800537109375,18.1396484375,3.02734375,25.006103515625,91.0,21.0,177.0,32.0,0.6053758808210784,0.10071123908547794,2,0
8.245849609375,0.262451171875,2.752685546875,3.5888671875,10.430908203125,3.814697265625,19.0,81.0,29.0,141.0,0.14508930281096813,0.33038485657935046,0,2
1.37939453125,2.5634765625,0.0,8.8134765625,1.37939453125,10.528564453125,16.0,21.0,28.0,47.0,0.1331912769990809,0.10779000076593137,0,0
